beta,k,likelihood
0.2653061224489796,0.07408163265306122,4.3212621965054054e-09
0.2653061224489796,0.07612244897959185,3.9010019396260346e-09
0.2653061224489796,0.07816326530612246,3.3601522336601407e-09
0.2653061224489796,0.08020408163265307,2.75860167746273e-09
0.2653061224489796,0.08224489795918369,2.1560553160539257e-09
0.2653061224489796,0.0842857142857143,1.6022404496076262e-09
0.2653061224489796,0.0863265306122449,1.1306015613872436e-09
0.2653061224489796,0.08836734693877552,7.564541589578327e-10
0.2653061224489796,0.09040816326530612,4.791618606341206e-10
0.2653061224489796,0.09244897959183675,2.868803394889726e-10
0.2653061224489796,0.09448979591836736,1.6206371669432603e-10
0.2653061224489796,0.09653061224489796,8.622600629254845e-11
0.2653061224489796,0.09857142857142859,4.312318585085438e-11
0.2653061224489796,0.1006122448979592,2.0230457084798572e-11
0.2653061224489796,0.1026530612244898,8.883262955428668e-12
0.2653061224489796,0.10469387755102041,3.64255543926334e-12
0.2653061224489796,0.10673469387755102,1.3913753295797842e-12
0.2653061224489796,0.10877551020408165,4.938155481887088e-13
0.2653061224489796,0.11081632653061226,1.623988297491908e-13
0.2653061224489796,0.11285714285714286,4.934562059528709e-14
0.2653061224489796,0.11489795918367349,1.3811579286305409e-14
0.2653061224489796,0.1169387755102041,3.5495790789677753e-15
0.2653061224489796,0.1189795918367347,8.348015948563728e-16
0.2653061224489796,0.12102040816326531,1.7902686131792188e-16
0.2653061224489796,0.12306122448979592,3.4878218346126364e-17
0.2653061224489796,0.12510204081632653,6.148613912309055e-18
0.2653061224489796,0.12714285714285717,9.767452738994101e-19
0.2653061224489796,0.12918367346938775,1.392082293830341e-19
0.2653061224489796,0.1312244897959184,1.771843624840796e-20
0.2653061224489796,0.133265306122449,2.0042595651774042e-21
0.2653061224489796,0.1353061224489796,2.0046121951331266e-22
0.2653061224489796,0.1373469387755102,1.763261007368958e-23
0.2653061224489796,0.13938775510204082,1.3562852815126228e-24
0.2653061224489796,0.14142857142857146,9.06863319023998e-26
0.2653061224489796,0.14346938775510204,5.2379318522177815e-27
0.2653061224489796,0.14551020408163268,2.5961596143292735e-28
0.2653061224489796,0.14755102040816329,1.096555143262969e-29
0.2653061224489796,0.1495918367346939,3.9180546405418657e-31
0.2653061224489796,0.1516326530612245,1.1751559460448439e-32
0.2653061224489796,0.1536734693877551,2.9347496903350575e-34
0.2653061224489796,0.15571428571428572,6.050265338843751e-36
0.2653061224489796,0.15775510204081633,1.0204320814266535e-37
0.2653061224489796,0.15979591836734697,1.3946622700979448e-39
0.2653061224489796,0.16183673469387755,1.5292448790841812e-41
0.2653061224489796,0.16387755102040819,1.3311355799027167e-43
0.2653061224489796,0.1659183673469388,9.09646135886028e-46
0.2653061224489796,0.1679591836734694,4.8232018802883555e-48
0.2653061224489796,0.17,1.959944503492161e-50
0.28163265306122454,0.07,3.9812298441239713e-08
0.28163265306122454,0.07204081632653062,4.251049711709056e-08
0.28163265306122454,0.07408163265306122,4.3456424432214183e-08
0.28163265306122454,0.07612244897959185,4.2494580227393224e-08
0.28163265306122454,0.07816326530612246,3.9714092989861175e-08
0.28163265306122454,0.08020408163265307,3.5437502658468904e-08
0.28163265306122454,0.08224489795918369,3.015988825813777e-08
0.28163265306122454,0.0842857142857143,2.4453962532145484e-08
0.28163265306122454,0.0863265306122449,1.8866403993876493e-08
0.28163265306122454,0.08836734693877552,1.3831791332173808e-08
0.28163265306122454,0.09040816326530612,9.622908743148072e-09
0.28163265306122454,0.09244897959183675,6.343383403221054e-09
0.28163265306122454,0.09448979591836736,3.955737475425762e-09
0.28163265306122454,0.09653061224489796,2.3296289133654268e-09
0.28163265306122454,0.09857142857142859,1.293342615334504e-09
0.28163265306122454,0.1006122448979592,6.755768198047907e-10
0.28163265306122454,0.1026530612244898,3.3135002557775614e-10
0.28163265306122454,0.10469387755102041,1.5227026234094324e-10
0.28163265306122454,0.10673469387755102,6.54137976020566e-11
0.28163265306122454,0.10877551020408165,2.620616221365864e-11
0.28163265306122454,0.11081632653061226,9.765884825805421e-12
0.28163265306122454,0.11285714285714286,3.376184565318965e-12
0.28163265306122454,0.11489795918367349,1.0797285255493378e-12
0.28163265306122454,0.1169387755102041,3.184756449612076e-13
0.28163265306122454,0.1189795918367347,8.636531470457989e-14
0.28163265306122454,0.12102040816326531,2.146137459490936e-14
0.28163265306122454,0.12306122448979592,4.869742402287247e-15
0.28163265306122454,0.12510204081632653,1.0052585012605488e-15
0.28163265306122454,0.12714285714285717,1.8805268250136924e-16
0.28163265306122454,0.12918367346938775,3.174880151822522e-17
0.28163265306122454,0.1312244897959184,4.816614185466462e-18
0.28163265306122454,0.133265306122449,6.536474991137518e-19
0.28163265306122454,0.1353061224489796,7.896736423904184e-20
0.28163265306122454,0.1373469387755102,8.450028504520665e-21
0.28163265306122454,0.13938775510204082,7.966409967550968e-22
0.28163265306122454,0.14142857142857146,6.579996402798473e-23
0.28163265306122454,0.14346938775510204,4.7334986145163185e-24
0.28163265306122454,0.14551020408163268,2.947348013483957e-25
0.28163265306122454,0.14755102040816329,1.578077198100137e-26
0.28163265306122454,0.1495918367346939,7.215667220957054e-28
0.28163265306122454,0.1516326530612245,2.7971794098730313e-29
0.28163265306122454,0.1536734693877551,9.122955932260633e-31
0.28163265306122454,0.15571428571428572,2.48325101439186e-32
0.28163265306122454,0.15775510204081633,5.593537922815461e-34
0.28163265306122454,0.15979591836734697,1.0333491409151974e-35
0.28163265306122454,0.16183673469387755,1.5509838596808488e-37
0.28163265306122454,0.16387755102040819,1.8726314209556426e-39
0.28163265306122454,0.1659183673469388,1.7998450634140086e-41
0.28163265306122454,0.1679591836734694,1.3619573230633213e-43
0.28163265306122454,0.17,8.020221219961968e-46
0.2979591836734694,0.07,2.1858346938741974e-07
0.2979591836734694,0.07204081632653062,2.5037277256695455e-07
0.2979591836734694,0.07408163265306122,2.7489767304690713e-07
0.2979591836734694,0.07612244897959185,2.891021245699812e-07
0.2979591836734694,0.07816326530612246,2.9098985094199617e-07
0.2979591836734694,0.08020408163265307,2.8007090789458067e-07
0.2979591836734694,0.08224489795918369,2.575166255498684e-07
0.2979591836734694,0.0842857142857143,2.2596355957980624e-07
0.2979591836734694,0.0863265306122449,1.8900806301172165e-07
0.2979591836734694,0.08836734693877552,1.5052443736803084e-07
0.2979591836734694,0.09040816326530612,1.1398722587899328e-07
0.2979591836734694,0.09244897959183675,8.19645490733069e-08
0.2979591836734694,0.09448979591836736,5.588224545460912e-08
0.2979591836734694,0.09653061224489796,3.606735802567543e-08
0.2979591836734694,0.09857142857142859,2.199977024095369e-08
0.2979591836734694,0.1006122448979592,1.2659311513305535e-08
0.2979591836734694,0.1026530612244898,6.859101616446802e-09
0.2979591836734694,0.10469387755102041,3.4923439084756958e-09
0.2979591836734694,0.10673469387755102,1.667381515881367e-09
0.2979591836734694,0.10877551020408165,7.448052124357497e-10
0.2979591836734694,0.11081632653061226,3.1053123056767225e-10
0.2979591836734694,0.11285714285714286,1.2053933835914261e-10
0.2979591836734694,0.11489795918367349,4.344678716186149e-11
0.2979591836734694,0.1169387755102041,1.4500122747618967e-11
0.2979591836734694,0.1189795918367347,4.4676899176786505e-12
0.2979591836734694,0.12102040816326531,1.2668727346695578e-12
0.2979591836734694,0.12306122448979592,3.2952510642128163e-13
0.2979591836734694,0.12510204081632653,7.834992478213914e-14
0.2979591836734694,0.12714285714285717,1.696642398812022e-14
0.2979591836734694,0.12918367346938775,3.33322666315141e-15
0.2979591836734694,0.1312244897959184,5.916883117786122e-16
0.2979591836734694,0.133265306122449,9.449538842636265e-17
0.2979591836734694,0.1353061224489796,1.351617311009258e-17
0.2979591836734694,0.1373469387755102,1.7232702131044857e-18
0.2979591836734694,0.13938775510204082,1.94863293211218e-19
0.2979591836734694,0.14142857142857146,1.9439624154810386e-20
0.2979591836734694,0.14346938775510204,1.7014083151393573e-21
0.2979591836734694,0.14551020408163268,1.2988073721173438e-22
0.2979591836734694,0.14755102040816329,8.594353282389339e-24
0.2979591836734694,0.1495918367346939,4.89764644588908e-25
0.2979591836734694,0.1516326530612245,2.3872063035261116e-26
0.2979591836734694,0.1536734693877551,9.8806162410467e-28
0.2979591836734694,0.15571428571428572,3.4463973709155897e-29
0.2979591836734694,0.15775510204081633,1.0049680146012506e-30
0.2979591836734694,0.15979591836734697,2.4292731605849824e-32
0.2979591836734694,0.16183673469387755,4.824721757382915e-34
0.2979591836734694,0.16387755102040819,7.79949658334879e-36
0.2979591836734694,0.1659183673469388,1.0161698235807153e-37
0.2979591836734694,0.1679591836734694,1.0559580602974978e-39
0.2979591836734694,0.17,8.656420377630458e-42
0.3142857142857143,0.07,8.267183564820458e-07
0.3142857142857143,0.07204081632653062,1.01003707673887e-06
0.3142857142857143,0.07408163265306122,1.1841043815731033e-06
0.3142857142857143,0.07612244897959185,1.331169673789356e-06
0.3142857142857143,0.07816326530612246,1.4340174545618926e-06
0.3142857142857143,0.08020408163265307,1.4791359373891947e-06
0.3142857142857143,0.08224489795918369,1.4595425622388383e-06
0.3142857142857143,0.0842857142857143,1.3764780701389392e-06
0.3142857142857143,0.0863265306122449,1.2394239749311963e-06
0.3142857142857143,0.08836734693877552,1.0643565911605808e-06
0.3142857142857143,0.09040816326530612,8.706685187948597e-07
0.3142857142857143,0.09244897959183675,6.77580196791168e-07
0.3142857142857143,0.09448979591836736,5.009738919620278e-07
0.3142857142857143,0.09653061224489796,3.5138204372487837e-07
0.3142857142857143,0.09857142857142859,2.3344005344433182e-07
0.3142857142857143,0.1006122448979592,1.46649231444076e-07
0.3142857142857143,0.1026530612244898,8.696097824320878e-08
0.3142857142857143,0.10469387755102041,4.858400257333849e-08
0.3142857142857143,0.10673469387755102,2.5522365167318427e-08
0.3142857142857143,0.10877551020408165,1.2580275536815535e-08
0.3142857142857143,0.11081632653061226,5.805370363379889e-09
0.3142857142857143,0.11285714285714286,2.5021474772895314e-09
0.3142857142857143,0.11489795918367349,1.0047380649143506e-09
0.3142857142857143,0.1169387755102041,3.7488839600117596e-10
0.3142857142857143,0.1189795918367347,1.2961286239347849e-10
0.3142857142857143,0.12102040816326531,4.1401056888236994e-11
0.3142857142857143,0.12306122448979592,1.2179836711161002e-11
0.3142857142857143,0.12510204081632653,3.289375879427173e-12
0.3142857142857143,0.12714285714285717,8.126900644125312e-13
0.3142857142857143,0.12918367346938775,1.830170167367642e-13
0.3142857142857143,0.1312244897959184,3.742336517003245e-14
0.3142857142857143,0.133265306122449,6.920199572930561e-15
0.3142857142857143,0.1353061224489796,1.1522944832429334e-15
0.3142857142857143,0.1373469387755102,1.7199759635624144e-16
0.3142857142857143,0.13938775510204082,2.2905262070734006e-17
0.3142857142857143,0.14142857142857146,2.707893904719164e-18
0.3142857142857143,0.14346938775510204,2.8269932496594253e-19
0.3142857142857143,0.14551020408163268,2.5918233620630666e-20
0.3142857142857143,0.14755102040816329,2.074604323636072e-21
0.3142857142857143,0.1495918367346939,1.4409213837996833e-22
0.3142857142857143,0.1516326530612245,8.627858090588309e-24
0.3142857142857143,0.1536734693877551,4.423387519967624e-25
0.3142857142857143,0.15571428571428572,1.927829406252398e-26
0.3142857142857143,0.15775510204081633,7.088400740669376e-28
0.3142857142857143,0.15979591836734697,2.181329097146987e-29
0.3142857142857143,0.16183673469387755,5.570929445373946e-31
0.3142857142857143,0.16387755102040819,1.170336953066095e-32
0.3142857142857143,0.1659183673469388,2.003576033096169e-34
0.3142857142857143,0.1679591836734694,2.767754210840088e-36
0.3142857142857143,0.17,3.053227177077095e-38
0.3306122448979592,0.07,2.2902997532386784e-06
0.3306122448979592,0.07204081632653062,2.9700171556380547e-06
0.3306122448979592,0.07408163265306122,3.6990703043931505e-06
0.3306122448979592,0.07612244897959185,4.422255455855242e-06
0.3306122448979592,0.07816326530612246,5.071462187134009e-06
0.3306122448979592,0.08020408163265307,5.575070332683849e-06
0.3306122448979592,0.08224489795918369,5.870205311433127e-06
0.3306122448979592,0.0842857142857143,5.915173349995898e-06
0.3306122448979592,0.0863265306122449,5.698819714879456e-06
0.3306122448979592,0.08836734693877552,5.244005505416717e-06
0.3306122448979592,0.09040816326530612,4.603881403510518e-06
0.3306122448979592,0.09244897959183675,3.851706205199887e-06
0.3306122448979592,0.09448979591836736,3.0668852772773225e-06
0.3306122448979592,0.09653061224489796,2.32094738889282e-06
0.3306122448979592,0.09857142857142859,1.6669545078823402e-06
0.3306122448979592,0.1006122448979592,1.1344828736912241e-06
0.3306122448979592,0.1026530612244898,7.3041393970508e-07
0.3306122448979592,0.10469387755102041,4.4409161925566016e-07
0.3306122448979592,0.10673469387755102,2.545051314552763e-07
0.3306122448979592,0.10877551020408165,1.372080059647011e-07
0.3306122448979592,0.11081632653061226,6.943975662057302e-08
0.3306122448979592,0.11285714285714286,3.2916658325538214e-08
0.3306122448979592,0.11489795918367349,1.4580714255030122e-08
0.3306122448979592,0.1169387755102041,6.020259123446219e-09
0.3306122448979592,0.1189795918367347,2.3109000172595718e-09
0.3306122448979592,0.12102040816326531,8.223722740996423e-10
0.3306122448979592,0.12306122448979592,2.705212053378674e-10
0.3306122448979592,0.12510204081632653,8.20036323260144e-11
0.3306122448979592,0.12714285714285717,2.2831943864915685e-11
0.3306122448979592,0.12918367346938775,5.818778628221636e-12
0.3306122448979592,0.1312244897959184,1.3524437184300669e-12
0.3306122448979592,0.133265306122449,2.8558688217932355e-13
0.3306122448979592,0.1353061224489796,5.4567226252434545e-14
0.3306122448979592,0.1373469387755102,9.393943047255692e-15
0.3306122448979592,0.13938775510204082,1.4505552877874042e-15
0.3306122448979592,0.14142857142857146,1.9995565042881398e-16
0.3306122448979592,0.14346938775510204,2.4483760165472678e-17
0.3306122448979592,0.14551020408163268,2.649006726237832e-18
0.3306122448979592,0.14755102040816329,2.5184956314206966e-19
0.3306122448979592,0.1495918367346939,2.09177937838512e-20
0.3306122448979592,0.1516326530612245,1.5084612148563352e-21
0.3306122448979592,0.1536734693877551,9.383814509162648e-23
0.3306122448979592,0.15571428571428572,5.001307765138043e-24
0.3306122448979592,0.15775510204081633,2.2673516101357955e-25
0.3306122448979592,0.15979591836734697,8.677386981266189e-27
0.3306122448979592,0.16183673469387755,2.781120756034525e-28
0.3306122448979592,0.16387755102040819,7.402014066342052e-30
0.3306122448979592,0.1659183673469388,1.6215098969404773e-31
0.3306122448979592,0.1679591836734694,2.896412943102787e-33
0.3306122448979592,0.17,4.1771813019379004e-35
0.34693877551020413,0.07,4.88267278528331e-06
0.34693877551020413,0.07204081632653062,6.692351465067328e-06
0.34693877551020413,0.07408163265306122,8.816695382702197e-06
0.34693877551020413,0.07612244897959185,1.1158858027926105e-05
0.34693877551020413,0.07816326530612246,1.3560385152304971e-05
0.34693877551020413,0.08020408163265307,1.5811904396564496e-05
0.34693877551020413,0.08224489795918369,1.7678563791618808e-05
0.34693877551020413,0.0842857142857143,1.8937366346836248e-05
0.34693877551020413,0.0863265306122449,1.941908183189943e-05
0.34693877551020413,0.08836734693877552,1.9044413953219202e-05
0.34693877551020413,0.09040816326530612,1.7844123930049115e-05
0.34693877551020413,0.09244897959183675,1.5956399692248348e-05
0.34693877551020413,0.09448979591836736,1.3601077964245607e-05
0.34693877551020413,0.09653061224489796,1.1037208871711097e-05
0.34693877551020413,0.09857142857142859,8.515343276043454e-06
0.34693877551020413,0.1006122448979592,6.236928597948911e-06
0.34693877551020413,0.1026530612244898,4.330036752490557e-06
0.34693877551020413,0.10469387755102041,2.8447698890291237e-06
0.34693877551020413,0.10673469387755102,1.7655268110040846e-06
0.34693877551020413,0.10877551020408165,1.033147729539813e-06
0.34693877551020413,0.11081632653061226,5.689199612957572e-07
0.34693877551020413,0.11285714285714286,2.941904631304215e-07
0.34693877551020413,0.11489795918367349,1.4253735019997347e-07
0.34693877551020413,0.1169387755102041,6.455487555994427e-08
0.34693877551020413,0.1189795918367347,2.7261408001852626e-08
0.34693877551020413,0.12102040816326531,1.0706394214979437e-08
0.34693877551020413,0.12306122448979592,3.899474348564799e-09
0.34693877551020413,0.12510204081632653,1.3132918051954098e-09
0.34693877551020413,0.12714285714285717,4.0772007055678687e-10
0.34693877551020413,0.12918367346938775,1.1630207912055386e-10
0.34693877551020413,0.1312244897959184,3.037651729925839e-11
0.34693877551020413,0.133265306122449,7.238224051648218e-12
0.34693877551020413,0.1353061224489796,1.56747882129471e-12
0.34693877551020413,0.1373469387755102,3.072474543454899e-13
0.34693877551020413,0.13938775510204082,5.427973861336926e-14
